postDate,craigId,title,price,zipcode,longitude,beds,latitude,link,numPic,baths,date,updateDate,size,contentLen,reposts
"2015-11-13T15:45:03-0700,2015-11-13T15:45:03-0700,2015-11-24T18:01:17-0700",5314685612,"800 Cherry St: 1 bedroom in Hale neighborhood, ready now!",890,,-104.933834,1,39.729187,//denver.craigslist.org/apa/5314685612.html,7,1.0,Nov 24,"2015-11-13T15:45:03-0700,2015-11-13T15:45:03-0700,2015-11-24T18:01:17-0700",525,5,0
"2015-11-24T17:05:11-0700,2015-11-24T17:05:11-0700",5331085004,"Visit Your New Home, Basketball Courts, Swimming Pool",1,,-104.835386,2,39.693446,//denver.craigslist.org/apa/5331085004.html,11,2.0,Nov 24,"2015-11-24T17:05:11-0700,2015-11-24T17:05:11-0700",882,22,0
"2015-11-24T18:12:50-0700,2015-11-24T18:12:50-0700",5331163478,"1B on 12.7: Sparkling Indoor Pool, Balcony & Fireplace",1100,,-104.927761,1,39.675745,//denver.craigslist.org/apa/5331163478.html,6,1.0,Nov 24,"2015-11-24T18:12:50-0700,2015-11-24T18:12:50-0700",650,29,0
"2015-11-24T18:03:21-0700,2015-11-24T18:03:21-0700",5331153142,Renovated Quaint 1x1 - End of January!,1186,,-104.900723,1,39.599075,//denver.craigslist.org/apa/5331153142.html,12,1.0,Nov 24,"2015-11-24T18:03:21-0700,2015-11-24T18:03:21-0700",569,21,0
"2015-11-24T18:03:18-0700,2015-11-24T18:03:18-0700",5331153091,Do You Like Having a Lot of Space? And a Private Patio?,985,,-104.798031,2,38.929593,//cosprings.craigslist.org/apa/5331153091.html,8,1.0,Nov 24,"2015-11-24T18:03:18-0700,2015-11-24T18:03:18-0700",1066,20,0
"2015-11-24T17:51:06-0700,2015-11-24T17:51:06-0700",5331139366,VIA in Capitol Hill offers central heat/air and lots of closet space!,1305,,,0,,//denver.craigslist.org/apa/5331139366.html,4,1.0,Nov 24,"2015-11-24T17:51:06-0700,2015-11-24T17:51:06-0700",569,22,0
"2015-11-24T18:01:21-0700,2015-11-24T18:01:21-0700",5331150919,Welcome Home! Spacious 2x2 available for December! Call Today!,1550,,-105.078996,2,40.581428,//fortcollins.craigslist.org/apa/5331150919.html,6,2.0,Nov 24,"2015-11-24T18:01:21-0700,2015-11-24T18:01:21-0700",950,40,0
"2015-11-24T17:56:04-0700,2015-11-24T17:56:04-0700",5331144994,Classic 2 BDRM Close To Everything!Look & Lease & Get $200 Off Move In,1185,,-104.897139,2,39.65639,//denver.craigslist.org/apa/5331144994.html,6,2.0,Nov 24,"2015-11-24T17:56:04-0700,2015-11-24T17:56:04-0700",1035,34,0
"2015-11-24T17:51:58-0700,2015-11-24T17:51:58-0700",5331140358,You Can't Beat This View! Holiday Specials! Allow 3 Pets!,1631,,-105.202207,1,40.074663,//boulder.craigslist.org/apa/5331140358.html,15,1.0,Nov 24,"2015-11-24T17:51:58-0700,2015-11-24T17:51:58-0700",701,33,0
"2015-11-24T17:48:28-0700,2015-11-24T17:48:28-0700",5331136340,Half Off Move In Cost And Month Free,1186,,,1,,//denver.craigslist.org/apa/5331136340.html,3,1.0,Nov 24,"2015-11-24T17:48:28-0700,2015-11-24T17:48:28-0700",742,32,0
"2015-11-24T17:22:37-0700,2015-11-24T17:22:37-0700",5331105781,Cozy up to a wood burning fireplace in a 2b2bLoft unit!,1284,,-104.984407,2,39.857331,//denver.craigslist.org/apa/5331105781.html,5,2.0,Nov 24,"2015-11-24T17:22:37-0700,2015-11-24T17:22:37-0700",1185,1,0
"2015-11-24T17:53:00-0700,2015-11-24T17:53:00-0700",5331141557,~~Denver's BEST Mountain Views! #1 Penthouse in Cherry Creek! 300 SF Balcony! Al,7500,,,2,,//denver.craigslist.org/apa/5331141557.html,12,2.0,Nov 24,"2015-11-24T17:53:00-0700,2015-11-24T17:53:00-0700",1329,10,0
"2015-11-24T17:53:37-0700,2015-11-24T17:53:37-0700",5331142255,Town Center Only Minutes Away!,1688,,-104.993269,2,39.544218,//denver.craigslist.org/apa/5331142255.html,6,2.0,Nov 24,"2015-11-24T17:53:37-0700,2015-11-24T17:53:37-0700",1093,9,0
"2015-11-24T17:53:58-0700,2015-11-24T17:53:58-0700",5331142673,Off-leash dog park! Pets move-in for free! $99 deposit!,2135,,,3,,//denver.craigslist.org/apa/5331142673.html,12,2.0,Nov 24,"2015-11-24T17:53:58-0700,2015-11-24T17:53:58-0700",1348,12,0
"2015-11-24T17:56:18-0700,2015-11-24T17:56:18-0700",5331145281,One Month FREE!!!!!,1025,,-104.9227,1,39.8671,//denver.craigslist.org/apa/5331145281.html,2,1.0,Nov 24,"2015-11-24T17:56:18-0700,2015-11-24T17:56:18-0700",745,36,0
"2015-11-20T15:23:33-0700,2015-11-20T15:23:33-0700,2015-11-24T17:45:07-0700",5325053105,"1 bedroom - Rocky Mountain Views*, All Buildings 2 Stories, Ceiling fans*",1185,,-105.117734,1,39.659028,//denver.craigslist.org/apa/5325053105.html,10,1.0,Nov 24,"2015-11-20T15:23:33-0700,2015-11-20T15:23:33-0700,2015-11-24T17:45:07-0700",700,17,0
"2015-11-24T17:44:25-0700,2015-11-24T17:44:25-0700",5331131487,All New Stainless Steel Appliances!!!,1280,,-104.855061,1,38.875618,//cosprings.craigslist.org/apa/5331131487.html,2,1.0,Nov 24,"2015-11-24T17:44:25-0700,2015-11-24T17:44:25-0700",817,42,0
"2015-11-22T16:35:23-0700,2015-11-22T16:35:23-0700,2015-11-24T17:52:49-0700",5327952545,2 Bedroom w/ Private Yard! 1 Month Free! Pets Are Welcome!,2171,,-105.202194,2,40.074617,//boulder.craigslist.org/apa/5327952545.html,16,2.0,Nov 24,"2015-11-22T16:35:23-0700,2015-11-22T16:35:23-0700,2015-11-24T17:52:49-0700",1046,33,0
"2015-11-24T17:50:48-0700,2015-11-24T17:50:48-0700",5331139035,One Bedroom Close to Light Rail,1260,,-105.0092,1,39.6463,//denver.craigslist.org/apa/5331139035.html,2,1.0,Nov 24,"2015-11-24T17:50:48-0700,2015-11-24T17:50:48-0700",744,67,0
"2015-11-24T17:50:34-0700,2015-11-24T17:50:34-0700",5331138768,"Flexible Lease Terms Available, Copy & Fax Services, Pets Allowed",965,,-104.863736,1,39.70821,//denver.craigslist.org/apa/5331138768.html,14,1.0,Nov 24,"2015-11-24T17:50:34-0700,2015-11-24T17:50:34-0700",740,95,0
"2015-11-24T17:35:35-0700,2015-11-24T17:35:35-0700",5331121217,Elegant Apartment With Roman Columns!,1369,,-104.996688,2,39.919753,//denver.craigslist.org/apa/5331121217.html,5,2.0,Nov 24,"2015-11-24T17:35:35-0700,2015-11-24T17:35:35-0700",1236,9,0
"2015-11-12T08:41:19-0700,2015-11-12T08:41:19-0700,2015-11-24T17:44:23-0700",5312305039,"Accepts Electronic Payments, Public Transportation, Pets Allowed",850,,-104.791724,2,38.867693,//cosprings.craigslist.org/apa/5312305039.html,6,1.0,Nov 24,"2015-11-12T08:41:19-0700,2015-11-12T08:41:19-0700,2015-11-24T17:44:23-0700",780,15,0
