postDate,craigId,title,price,zipcode,longitude,beds,latitude,link,numPic,baths,date,updateDate,size,contentLen,reposts
"2015-11-25T15:55:49-0700,2015-11-25T15:55:49-0700",5332408077,Spacious Renovated Unit In Trout Meadow Apartments,795,,-111.2404,2,45.6681,//bozeman.craigslist.org/apa/5332408077.html,6,2.0,Nov 25,"2015-11-25T15:55:49-0700,2015-11-25T15:55:49-0700",1075,3,0
"2015-11-25T15:36:13-0700,2015-11-25T15:36:13-0700",5332384427,Get your 1st full month's rent FREE (When you move in by Dec 1st)!!,800,,-108.614548,2,45.760259,//billings.craigslist.org/apa/5332384427.html,11,1.0,Nov 25,"2015-11-25T15:36:13-0700,2015-11-25T15:36:13-0700",936,44,0
"2015-11-11T11:55:46-0700,2015-11-11T11:55:46-0700,2015-11-25T15:24:51-0700",5311091140,1611 AVENUE E - New Trailhead Townhomes,1095,,-108.557324,2,45.78828,//billings.craigslist.org/apa/5311091140.html,8,1.5,Nov 25,"2015-11-11T11:55:46-0700,2015-11-11T11:55:46-0700,2015-11-25T15:24:51-0700",1261,62,0
"2015-11-12T10:51:46-0700,2015-11-12T10:51:46-0700,2015-11-25T15:24:35-0700",5312550469,"3626 McDougall Dr. #3, Two Bedroom Mobile with fenced yard",750,,-108.507346,2,45.753519,//billings.craigslist.org/apa/5312550469.html,5,1.0,Nov 25,"2015-11-12T10:51:46-0700,2015-11-12T10:51:46-0700,2015-11-25T15:24:35-0700",900,57,0
"2015-11-12T10:55:16-0700,2015-11-12T10:55:16-0700,2015-11-25T15:24:24-0700",5312557106,Brookshire Apartments - Large Newer 2 Bedroom Apartments,1025,,-108.589028,2,45.766939,//billings.craigslist.org/apa/5312557106.html,7,2.0,Nov 25,"2015-11-12T10:55:16-0700,2015-11-12T10:55:16-0700,2015-11-25T15:24:24-0700",1128,53,0
"2015-11-25T15:50:50-0700,2015-11-25T15:50:50-0700,2015-11-25T15:53:37-0700",5332402119,2 Bedroom Apartment for rent,575,,,2,,//butte.craigslist.org/apa/5332402119.html,9,,Nov 25,"2015-11-25T15:50:50-0700,2015-11-25T15:50:50-0700,2015-11-25T15:53:37-0700",,3,0
"2015-11-25T15:56:36-0700,2015-11-25T15:56:36-0700",5332409006,"Brand new, Fully Accessible ADA Apartment! 1/2 Off 1st Month's rent!",895,,-114.022366,2,46.866453,//missoula.craigslist.org/apa/5332409006.html,9,1.0,Nov 25,"2015-11-25T15:56:36-0700,2015-11-25T15:56:36-0700",840,49,0
"2015-11-03T11:44:10-0700,2015-11-03T11:44:10-0700,2015-11-25T15:33:48-0700",5298634238,"Renting Now Perfect Part Of Hamilton , 2 Bedroom",670,,-114.1679,2,46.2395,//missoula.craigslist.org/apa/5298634238.html,6,1.5,Nov 25,"2015-11-03T11:44:10-0700,2015-11-03T11:44:10-0700,2015-11-25T15:33:48-0700",1100,3,0
"2015-11-25T15:41:25-0700,2015-11-25T15:41:25-0700",5332390804,2 Bedroom / 2 Bathroom At Hunter's Point Apartments,625,,-108.5727,2,45.7813,//billings.craigslist.org/apa/5332390804.html,6,2.0,Nov 25,"2015-11-25T15:41:25-0700,2015-11-25T15:41:25-0700",1000,23,0
"2015-11-25T15:57:43-0700,2015-11-25T15:57:43-0700",5332410356,Cute 3rd Floor Studio Apartment Corner Of Maple Street & Russell,625,,-114.018645,0,46.881491,//missoula.craigslist.org/apa/5332410356.html,5,1.0,Nov 25,"2015-11-25T15:57:43-0700,2015-11-25T15:57:43-0700",540,5,0
